league,season,team,Player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ENG-Premier League,2223,Manchester City,Julián Álvarez,ARG,"MF,FW",22,2000,31,13,1465,16.3,9,0,9,8,1,1,0,0,0.55,0.0,0.55,0.49,0.49
ENG-Premier League,2223,Manchester City,Kalvin Phillips,ENG,"MF,DF",26,1995,12,2,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester City,Kevin De Bruyne,BEL,MF,31,1991,32,28,2417,26.9,7,16,23,7,0,0,1,0,0.26,0.6,0.86,0.26,0.86
ENG-Premier League,2223,Manchester City,Kyle Walker,ENG,"DF,MF",32,1990,27,22,1958,21.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester City,Manuel Akanji,SUI,"DF,MF",27,1995,29,24,2287,25.4,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04
ENG-Premier League,2223,Manchester City,Máximo Perrone,ARG,MF,19,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester City,Nathan Aké,NED,DF,27,1995,26,22,1873,20.8,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05
ENG-Premier League,2223,Manchester City,Phil Foden,ENG,"FW,MF",22,2000,32,22,1842,20.5,11,6,17,11,0,0,1,0,0.54,0.29,0.83,0.54,0.83
ENG-Premier League,2223,Manchester City,Rico Lewis,ENG,"DF,MF",17,2004,14,10,903,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester City,Riyad Mahrez,ALG,"MF,FW",31,1991,30,22,1920,21.3,5,10,15,4,1,1,2,0,0.23,0.47,0.7,0.19,0.66
ENG-Premier League,2223,Manchester City,Rodri,ESP,"MF,DF",26,1996,36,34,2911,32.3,2,6,8,2,0,0,5,0,0.06,0.19,0.25,0.06,0.25
ENG-Premier League,2223,Manchester City,Rúben Dias,POR,"DF,MF",25,1997,26,22,1998,22.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester City,Sergio Gómez,ESP,"MF,FW",21,2000,12,2,349,3.9,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26
ENG-Premier League,2223,Manchester City,Shea Charles,NIR,"DF,MF",18,2003,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester City,Stefan Ortega,GER,GK,29,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester City,İlkay Gündoğan,GER,MF,31,1990,31,27,2353,26.1,8,4,12,8,0,1,0,0,0.31,0.15,0.46,0.31,0.46
ENG-Premier League,2223,Manchester Utd,Aaron Wan-Bissaka,COD,DF,24,1997,19,16,1435,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester Utd,Alejandro Garnacho,ARG,MF,18,2004,19,5,569,6.3,3,2,5,3,0,0,3,0,0.47,0.32,0.79,0.47,0.79
ENG-Premier League,2223,Manchester Utd,Anthony Elanga,SWE,MF,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
ENG-Premier League,2223,Manchester Utd,Anthony Martial,FRA,FW,26,1995,21,11,978,10.9,6,2,8,5,1,1,0,0,0.55,0.18,0.74,0.46,0.64
ENG-Premier League,2223,Manchester Utd,Antony,BRA,MF,22,2000,25,23,1802,20.0,4,2,6,4,0,0,5,0,0.2,0.1,0.3,0.2,0.3
ENG-Premier League,2223,Manchester Utd,Bruno Fernandes,POR,MF,27,1994,37,37,3316,36.8,8,8,16,6,2,2,6,0,0.22,0.22,0.43,0.16,0.38
ENG-Premier League,2223,Manchester Utd,Casemiro,BRA,MF,30,1992,28,24,2124,23.6,4,3,7,4,0,0,7,2,0.17,0.13,0.3,0.17,0.3
ENG-Premier League,2223,Manchester Utd,Christian Eriksen,DEN,MF,30,1992,28,25,2048,22.8,1,8,9,1,0,0,3,0,0.04,0.35,0.4,0.04,0.4
ENG-Premier League,2223,Manchester Utd,Cristiano Ronaldo,POR,FW,37,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17
ENG-Premier League,2223,Manchester Utd,David de Gea,ESP,GK,31,1990,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester Utd,Diogo Dalot,POR,DF,23,1999,26,24,2154,23.9,1,2,3,1,0,0,6,0,0.04,0.08,0.13,0.04,0.13
ENG-Premier League,2223,Manchester Utd,Donny van de Beek,NED,MF,25,1997,7,2,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester Utd,Facundo Pellistri,URU,"FW,MF",20,2001,4,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Manchester Utd,Fred,BRA,MF,29,1993,35,12,1249,13.9,2,2,4,2,0,0,6,0,0.14,0.14,0.29,0.14,0.29
ENG-Premier League,2223,Manchester Utd,Harry Maguire,ENG,DF,29,1993,16,8,767,8.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
